region,value
39091,34
39093,28.4
39095,33.8
39097,29
39099,30.9
39101,35.4
39103,28.4
39105,33.7
39107,27.3
39109,33.7
39111,36.8
39113,33
39115,36.6
39117,36.4
39119,30.5
39121,32.6
39123,29.6
39125,29.1
39127,35.7
39129,33.6
39131,35.5
39133,28.5
39135,28.6
39137,34.7
39139,32.6
39141,33.1
39143,33
39145,36.9
39147,34.8
39149,31.2
39151,30.2
39153,30.3
39155,32.2
39157,34.7
39159,33.8
39161,37.5
39163,33
39165,29.3
39167,34.4
39169,29.8
39171,35.6
39173,30.6
39175,35.6
40001,38.6
40003,35.8
40005,34.3
40007,38.9
40009,35.3
40011,38.6
40013,32.7
40015,37
40017,34.8
40019,32.4
40021,35.6
40023,36.4
40025,33.1
40027,30
40029,35.9
40031,34.7
40033,36.3
40035,27
40037,36.6
40039,31.1
40041,33.9
40043,35.8
40045,31
40047,36.7
40049,33.9
40051,34.6
40053,36.6
40055,33
40057,37.1
40059,35.1
40061,38.9
40063,32.4
40065,34
40067,36.1
40069,39.5
40071,29.7
40073,31.8
40075,30.7
40077,32.8
40079,39.2
40081,38.8
40083,31
40085,33.4
40087,31.3
40089,35.3
40091,38.8
40093,31.5
40095,36.4
40097,34.8
40099,40.1
40101,37.5
40103,32.7
40105,36.5
40107,30.8
40109,31
40111,38.1
40113,34.3
40115,37.4
40117,33.7
40119,29.3
40121,32.3
40123,35.9
40125,34.1
40127,30.1
40129,32.8
40131,32.5
40133,36.6
40135,32.3
40137,33.9
40139,32.5
40141,33.4
40143,29.4
40145,33.2
40147,33.3
40149,40.9
40151,33.8
40153,38.6
41001,26.4
41003,21.6
41005,24.8
41007,30.6
41009,33.8
41011,30.3
41013,25.3
41015,29.9
41017,23.7
41019,31
41021,26.6
41023,29.3
41025,31.8
41027,26.2
41029,25.3
41031,32.3
41033,26.8
41035,29.7
41037,27.6
41039,27.2
41041,28
41043,33.6
41045,28.4
41047,34
41049,30.6
41051,21.3
41053,34.7
41055,26.7
41057,28.3
41059,31.7
41061,27.2
41063,23.7
41065,25.1
41067,23.9
41069,27
41071,27.5
42001,31.1
42003,26.1
42005,35.6
42007,29.3
42009,33.2
42011,31.9
42013,33.1
42015,32.2
42017,25.1
42019,27.8
42021,28.4
42023,27.2
42025,34.7
42027,26.7
42029,22.3
42031,33.7
42033,36.6
42035,32.2
42037,37.7
42039,34.3
42041,27.2
42043,32.1
42045,23.5
42047,27.8
42049,30.9
42051,38.5
42053,32
42055,31.8
42057,31.2
42059,33.2
42061,29.1
42063,37.2
42065,31.2
42067,34.5
42069,31.3
42071,28.9
42073,34.1
42075,29.1
42077,29.8
42079,28.3
42081,31.2
42083,31.7
42085,31.6
42087,31.6
42089,28.1
42091,24.2
42093,32.2
42095,28
42097,35
42099,32.6
42101,29.8
42103,28.8
42105,32.1
42107,34.7
42109,32.3
42111,37.7
42113,30.6
42115,29.7
42117,30.1
42119,28
42121,34.5
42123,33.3
42125,28
42127,32.8
42129,29.8
42131,33
42133,33
44001,22.4
44003,28.7
44005,22.7
44007,28.2
44009,23.3
45001,35.5
45003,32
45005,41.2
45007,33.8
45009,40.7
45011,36.6
45013,22.4
45015,34.8
45017,35.3
45019,24.3
45021,36.6
45023,36.2
45025,34.8
45027,42.8
45029,39.3
45031,37.7
45033,37.5
45035,33.5
45037,32.5
45039,41.6
45041,34.2
45043,31.1
45045,27.9
45047,33.7
45049,42.2
45051,30.1
45053,36.9
45055,31.7
45057,31.5
45059,41.2
45061,44.6
45063,33.3
45065,36.7
45067,40.3
45069,39.2
45071,35.8
45073,28.3
45075,42.3
45077,30.2
45079,32.4
45081,35.9
45083,30.4
45085,34.3
45087,37
45089,42.9
45091,29
46003,27.2
46005,31.7
46007,36.4
46009,29.3
46011,27.7
46013,31.9
46015,34
46017,41.6
46019,30.6
46021,29.8
46023,33.5
46025,30.2
46027,31.5
46029,30.9
46031,40.7
46033,28.8
46035,34.3
46037,30.2
46039,32.8
46041,39.6
46043,29.2
46045,28.4
46047,31.3
46049,28.6
46051,29.8
46053,31.8
46055,29.4
46057,30.5
46059,29.1
46061,28.4
46063,31.8
46065,27.7
46067,30.6
46069,30.1
46071,34.9
46073,27.2
46075,28.6
46077,33.5
46079,30.7
46081,25.2
46083,28.6
46085,33.3
46087,27.8
46089,26.6
46091,31.9
46093,26.6
46095,32.2
46097,30.8
46099,27.5
46101,32.4
46103,27.2
46105,32.3
46107,28.7
46109,31.7
46111,29.1
46113,42.5
46115,30.9
46117,33
46119,32.5
46121,37.5
46123,30.5
46125,32.7
46127,29.6
46129,28
46135,29.9
46137,41.4
47001,31.8
47003,32
47005,32.7
47007,32.4
47009,34.1
47011,34.9
47013,32.7
47015,33.4
47017,32.6
47019,32
47021,33.3
47023,32.1
47025,30.7
47027,31.7
47029,34.5
47031,36.2
47033,33.2
47035,29.9
47037,30.7
47039,37.1
47041,31.6
47043,35.8
47045,37.3
47047,31
47049,35.9
47051,31
47053,32.6
47055,32
47057,35.1
47059,29.7
47061,31.6
47063,30.9
47065,30.1
47067,30.5
47069,38
47071,32
47073,33
47075,38.4
47077,34.8
47079,34.1
47081,31.9
47083,33.4
47085,35.8
47087,35
47089,34.6
47091,29.3
47093,29.6
47095,37.5
47097,38.1
47099,34.2
47101,34.5
47103,32.3
47105,27.7
47107,33.8
47109,39.2
47111,34.3
47113,34.4
47115,32.9
47117,31.1
47119,33.5
47121,27.6
47123,35.8
47125,29
47127,32.2
47129,30.1
47131,33.7
47133,33.2
47135,31.6
47137,33.7
47139,35.1
47141,32.8
47143,30.4
47145,34.2
47147,35.3
47149,32.7
47151,28.7
47153,28.3
47155,30.4
47157,32.3
47159,36.7
47161,31.3
47163,30
47165,29.3
47167,35.2
47169,32.7
47171,33.9
47173,30.7
47175,32
47177,31.5
47179,32.2
47181,32.7
47183,31
47185,31.2
47187,25.2
47189,31.4
48001,31.4
48003,27.8
48005,37.5
48007,26.6
48009,26.4
48011,26.8
48013,27.7
48015,26.4
48017,26.6
48019,26.3
48021,32.5
48023,27.9
48025,29.2
48027,29
48029,27.2
48031,28
48033,27
48035,27.5
48037,32.3
48039,30.8
48041,28.8
48043,27.4
48045,26.1
48047,27.1
48049,25
48051,29.4
48053,29.8
48055,26.1
48057,28.8
48059,28
48061,33.2
48063,31.7
48065,27.9
48067,31.3
48069,27.8
48071,28.1
48073,29.9
48075,27.3
48077,28.9
48079,26.5
48081,27.8
48083,27.7
48085,24.2
48087,27.8
48089,28.2
48091,26.1
48093,28.2
48095,27.5
48097,28.8
48099,30.4
48101,27.1
48103,29.1
48105,27.5
48107,27.6
48109,27.1
48111,31.1
48113,27.5
48115,30.1
48117,29.3
48119,27.7
48121,22
48123,30.4
48125,26.6
48127,29.8
48129,27.5
48131,27.8
48133,28.1
48135,31.5
48137,26.8
48139,29.4
48141,28.3
48143,28.3
48145,29.6
48147,28.2
48149,26.7
48151,26.3
48153,26.6
48155,25.9
48157,23.5
48159,26.6
48161,28.2
48163,27.6
48165,30.5
48167,27.1
48169,27.4
48171,26.6
48173,26.3
48175,28.8
48177,29.3
48179,28.3
48181,28.7
48183,35.2
48185,28.7
48187,30.6
48189,30.6
48191,29.1
48193,30.3
48195,27.8
48197,28.2
48199,31.8
48201,27
48203,33
48205,27.1
48207,27.2
48209,23.8
48211,26.5
48213,30.1
48215,34.4
48217,28.7
48219,30.6
48221,26.1
48223,30.3
48225,28.1
48227,30.7
48229,25.8
48231,26.6
48233,30.9
48235,27.3
48237,26.6
48239,32.1
48241,28.7
48243,25.4
48245,33
48247,27.2
48249,28.3
48251,29.9
48253,27.3
48255,29.2
48257,26.8
48259,26.8
48261,26.1
48263,26.2
48265,26.6
48267,28.1
48269,26.8
48271,26.8
48273,28.3
48275,26.5
48277,32.7
48279,31
48281,27.7
48283,26.9
48285,31.8
48287,27.7
48289,29.3
48291,27.2
48293,34
48295,26.8
48297,27.5
48299,26.7
48301,27.6
48303,27.7
48305,27.9
48307,28.3
48309,28.5
48311,32
48313,29
48315,30.9
48317,26.8
48319,25.7
48321,31.6
48323,29.4
48325,31.8
48327,27
48329,30.6
48331,29.5
48333,25.8
48335,26.7
48337,25.6
48339,24.1
48341,29.7
48343,29.8
48345,26.6
48347,32.2
48349,28.1
48351,27.5
48353,28.9
48355,33.5
48357,28.5
48359,28.8
48361,29.2
48363,29.1
48365,30.4
48367,28.5
48369,29.2
48371,28.4
48373,29.3
48375,30.8
48377,26
48379,29.4
48381,26.5
48383,27.3
48385,27.3
48387,30.6
48389,28.4
48391,28.1
48393,26.1
48395,29.5
48397,24.8
48399,26.4
48401,30.6
48403,27.5
48405,32.4
48407,27.7
48409,32.9
48411,27.3
48413,27.2
48415,26
48417,27.8
48419,31.1
48421,27.1
48423,29.5
48425,27.2
48427,29.6
48429,26.7
48431,27
48433,26.6
48435,26.2
48437,27.7
48439,28.7
48441,30.9
48443,26.8
48445,29.1
48447,26.5
48449,30.7
48451,27.6
48453,20.5
48455,27
48457,31.2
48459,29.1
48461,26.5
48463,30
48465,30.1
48467,30
48469,34.2
48471,29.5
48473,33.5
48475,28.3
48477,29.5
48479,31.3
48481,31.7
48483,27.6
48485,31
48487,27.7
48489,27.7
48491,30.9
48493,30.9
48495,27.4
48497,30.5
48499,30.4
48501,26.4
48503,26.8
48505,26.4
48507,27.3
49001,25.3
49003,33.4
49005,22.5
49007,26.2
49009,25.6
49011,25
49013,27.6
49015,25.2
49017,32.2
49019,21.7
49021,23.5
49023,27.9
49025,25.4
49027,31
49029,21.5
49031,25.4
49033,25.9
49035,25.5
49037,26.4
49039,25.5
49041,29.8
49043,13.9
49045,31.5
49047,27.6
49049,25.3
49051,22.8
49053,23.7
49055,22
49057,28.4
50001,22.6
50003,24.1
50005,28
50007,19.6
50009,29.7
50011,27.2
50013,26.8
50015,25
50017,26.5
50019,28.6
50021,29.7
50023,22.7
50025,23
50027,23.7
51001,35
51003,22.3
51005,33.7
51007,28.4
51009,29
51011,29
51013,16.7
51015,34
51017,28.9
51019,32.9
51021,31
51023,25.2
51025,35.6
51027,31.8
51029,33.2
51031,31.6
51033,29.1
51035,29.2
51036,34.2
51037,33.2
51041,25.5
51043,26.3
51045,27.5
51047,31.3
51049,31.9
51051,35.3
51053,32.2
51057,32.5
51059,19.9
51061,24.8
51063,26.2
51065,27.3
51067,28.3
51069,31.7
51071,30.3
51073,34.4
51075,27.6
51077,30.5
51079,27.6
51081,32.4
51083,32.1
51085,26.9
51087,27.3
51089,32.4
51091,26
51093,28.5
51095,25.1
51097,29.5
51099,27.8
51101,25.7
51103,30.3
51105,29.3
51107,21.3
51109,31.9
51111,26.9
51113,28.8
51115,27.6
51117,30.9
51119,25.9
51121,24.4
51125,29.4
51127,27.6
51131,36.1
51133,26.4
51135,33.8
51137,28.1
51139,28.1
51141,31.2
51143,31.7
51145,29.5
51147,32.1
51149,32.9
51153,25.2
51155,32.9
51157,26.8
51159,29.8
51161,26.3
51163,24.3
51165,26.3
51167,28.6
51169,31.3
51171,26.5
51173,29.7
51175,30.4
51177,32.1
51179,29
51181,34.5
51183,35.7
51185,30.3
51187,28.7
51191,30
51193,30.4
51195,30.6
51197,31.2
51199,25.5
51510,20.4
51520,27.2
51530,25.8
51540,26.3
51550,31.8
51570,26.9
51580,26.1
51590,34.1
51595,29.4
51600,21.5
51610,26.9
51620,34.1
51630,29
51640,26
51650,34.6
51660,25.3
51670,31.8
51678,26.7
51680,27.3
51683,28.4
51685,28.3
51690,33.5
51700,32.2
51710,30.3
51720,25.9
51730,40.9
51735,24.2
51740,37.1
51750,29.9
51760,30.1
51770,31.7
51775,25
51790,27.1
51800,31.4
51810,27.7
51820,29.8
51830,26.6
51840,26.5
53001,34.4
53003,33.5
53005,31.3
53007,26.3
53009,26.3
53011,29.7
53013,29.6
53015,31.9
53017,28.5
53019,27.7
53021,30.1
53023,33.1
53025,34.3
53027,37.4
53029,27.2
53031,23.7
53033,22
53035,29.3
53037,28.9
53039,26.8
53041,32.9
53043,31.1
53045,30.4
53047,27.9
53049,31.6
53051,28.3
53053,29.7
53055,19.9
53057,26.2
53059,27.6
53061,29
53063,29
53065,30.3
53067,27.7
53069,31
53071,28
53073,22.9
53075,23.4
53077,29.5
54001,37.9
54003,34.2
54005,35.3
54007,32.7
54009,39.8
54011,30.5
54013,32.8
54015,32.8
54017,35.6
54019,35.8
54021,39
54023,39.7
54025,34.4
54027,34
54029,34.9
54031,37.2
54033,33.5
54035,31.6
54037,32.9
54039,32.8
54041,36.4
54043,40.2
54045,41
54047,42.2
54049,32.7
54051,35.7
54053,36.3
54055,38
54057,34.9
54059,40.4
54061,29
54063,31.2
54065,32.8
54067,38.6
54069,31.5
54071,36.9
54073,39.1
54075,31.6
54077,36.1
54079,34.6
54081,35.9
54083,35.2
54085,35.9
54087,36.6
54089,36.4
54091,37.3
54093,38.8
54095,32.6
54097,38.4
54099,38
54101,35
54103,33.3
54105,36.9
54107,36.3
54109,39.1
55001,33.3
55003,26.7
55005,31.1
55007,28
55009,28
55011,31.4
55013,27.8
55015,30.7
55017,29.6
55019,33.9
55021,34.5
55023,32.4
55025,23.6
55027,31.2
55029,26.4
55031,31.8
55033,32.2
55035,29.1
55037,30.7
55039,29.6
55041,34.5
55043,31.7
55045,30.9
55047,34
55049,31.4
55051,28.2
55053,32.2
55055,28.9
55057,35.6
55059,32.5
55061,32.8
55063,28.1
55065,35
55067,28.9
55069,32
55071,30.3
55073,29
55075,35.2
55077,34.4
55078,42.5
55079,32.7
55081,32.5
55083,29.5
55085,32
55087,29.6
55089,26.2
55091,33.6
55093,29.9
55095,29.7
55097,33.3
55099,33.7
55101,32.5
55103,31.1
55105,36.6
55107,31
55109,25.7
55111,32
55113,29
55115,33.3
55117,28.7
55119,33.7
55121,28.9
55123,32.3
55125,27.6
55127,24.5
55129,30.1
55131,28.6
55133,26.8
55135,27.8
55137,32.2
55139,31.5
55141,31.8
56001,23.5
56003,29.3
56005,33.6
56007,27.9
56009,28
56011,25.6
56013,28.3
56015,30
56017,27.3
56019,20.9
56021,29.7
56023,25.3
56025,29.2
56027,25.5
56029,25.6
56031,28.3
56033,22.9
56035,23.2
56037,31.3
56039,12.5
56041,27.4
56043,27.9
56045,29.1
